crime_rate,gdp_capita,minority_percentage,freedom,infrastructure,life_expectancy,price_food,price_water,price_energy,price_housing,tax_progressiveness,openness,neuroticism,consciencitiousness,agreeableness,extraversion,intelligence,racism,skepticism,ambition,loyalty,local,national,income,job_satisfaction,age,education,crime_themselves,crime_on_him,tolerance,community,unemployment_time,personal_taxes_level,security,risk_aversion,public_spending,cost_of_living,minorities_support,stability,job_security,future_outlook,equality_markets,nation_globe,liberty_authority,tradition_progress
1.863,95724,0.17,0.551,0.952,76.6,478.453,219.962,5372.966,140969,0.144,-0.095,-0.068,-0.05,0.277,-0.539,0.344,-0.655,0.345,-0.037,0.31,0.243,0.012,0.208,0.16,25,0.617,0.024,0.252,0.624,0.244,0.062,-0.614,0.275,0.253,0.027,0.623,0.406,0.455,0.41,0.307,-0.443,0.588,-0.532,0.535
1.509,95651,0.18,0.706,0.974,78.4,489.953,221.436,5053.931,144484,0.368,0.105,0.261,0.2,0.271,-0.628,0.183,-0.51,0.081,0.374,0.551,0.603,0.256,0.159,-0.269,27,0.605,0.104,0.463,0.229,-0.167,0.074,-0.263,0.161,0.063,0.7,0.693,0.353,0.039,0.131,0.091,0.613,-0.022,-0.318,0.426
1.576,96812,0.192,0.701,0.988,78.1,466.407,212.712,4759.626,144070,0.267,0.007,0.4,-0.017,0.23,-0.414,0.272,0.054,0.081,0.248,0.201,0.325,0.147,0.208,0.592,17,0.155,0.13,0.613,0.067,0.321,0.091,0.551,0.569,-0.022,0.48,0.611,0.37,-0.017,0.542,-0.011,0.193,-0.016,-1.0,0.141
1.58,94853,0.157,0.762,0.917,79.1,436.53,220.372,5107.09,153788,0.381,0.405,-0.615,0.177,0.413,-0.009,-0.438,0.242,0.864,-0.202,-0.572,-0.278,-0.616,0.184,-0.535,19,0.186,0.024,0.414,-0.332,0.874,0.533,0.153,0.57,0.709,0.029,0.525,0.632,0.91,0.954,0.806,0.941,0.947,-0.833,0.883
1.651,51167,0.089,0.622,0.389,78.5,380.566,216.814,4779.354,76432,0.239,-0.27,0.278,0.244,0.051,-0.61,0.212,0.228,0.611,0.354,-0.253,0.408,0.42,0.215,-0.478,20,0.573,0.06,0.168,-0.437,0.069,0.074,-0.02,0.96,-0.822,0.04,0.443,1.0,1.0,0.743,0.505,0.052,-0.402,-0.707,0.671
1.439,95591,0.171,0.604,0.868,80.3,429.176,215.445,5092.749,141241,0.325,0.171,0.237,0.004,0.344,-0.032,-0.05,-0.664,0.442,0.352,0.167,0.341,0.593,0.193,0.373,17,0.259,0.014,0.782,0.834,0.569,0.013,-0.2,0.664,0.446,0.044,0.538,0.835,0.933,0.668,0.256,-0.565,0.036,-0.351,0.503
1.053,43008,0.063,0.591,0.556,77.1,360.602,215.293,5014.006,81943,0.292,0.268,-0.222,0.146,0.175,0.163,0.464,-0.429,0.059,0.233,-0.35,0.244,0.188,0.2,0.805,18,0.138,0.043,0.815,0.437,0.42,0.832,-0.457,0.681,-0.003,-0.044,0.405,0.118,-0.006,0.716,0.059,0.305,-0.035,-0.167,0.331
1.766,98055,0.193,0.667,0.954,78.9,456.77,224.34,5217.819,147518,0.276,0.403,-0.207,-0.23,-0.755,-0.815,0.277,-0.515,0.954,0.393,-0.825,0.321,0.34,0.5,-0.045,25,0.63,0.046,0.589,0.556,-0.575,0.422,0.049,0.53,-0.087,0.083,0.56,0.939,0.958,0.842,-0.531,-0.745,0.991,-0.471,0.965
1.745,91531,0.176,0.596,0.799,80.9,433.264,218.942,5379.324,141338,0.372,0.221,-0.146,0.238,-0.853,-0.682,0.223,-0.293,0.372,0.193,-0.556,-0.467,-0.704,0.234,-0.621,19,0.202,0.124,0.308,0.233,-0.387,0.821,-0.107,0.879,-0.025,0.039,0.529,-0.006,0.484,0.129,-0.537,0.91,0.62,-0.805,0.259
1.814,85049,0.179,0.583,0.878,79.0,406.704,213.039,5542.982,136998,0.327,0.177,-0.648,0.21,-0.388,0.102,0.114,-0.871,0.645,0.731,0.369,-0.032,0.441,0.228,0.589,16,0.153,0.115,0.077,0.781,0.572,0.013,0.033,0.604,0.047,0.89,0.474,0.577,0.035,0.989,-0.015,0.631,0.6,-0.515,0.63
2.208,94506,0.194,0.553,1.0,79.5,413.652,221.948,5170.073,134212,0.333,0.299,-0.528,0.46,0.199,0.005,-0.0,0.103,0.702,0.824,-0.099,0.613,0.612,0.192,-0.212,16,0.151,0.126,0.26,-0.104,0.366,0.25,-0.04,1.0,-0.105,-0.056,0.504,0.747,0.892,0.62,0.773,0.697,-0.743,-0.692,0.562
1.731,92860,0.188,0.658,0.841,76.6,437.499,225.049,5383.943,141792,0.196,-0.608,-0.622,-0.558,-0.61,-0.394,0.313,-0.198,0.277,0.652,-0.117,-0.03,-0.155,0.157,0.093,17,-0.032,0.021,0.333,0.258,0.399,0.606,0.17,0.004,-0.031,0.32,0.509,0.416,-0.017,0.441,-0.082,-0.486,0.334,-0.115,0.667
1.778,95231,0.184,0.533,0.91,79.2,453.524,225.419,5111.47,147359,0.362,0.057,-0.644,-0.419,-0.371,-0.556,-0.154,-1.0,0.209,0.382,0.25,0.371,0.378,0.162,-0.781,17,0.023,0.029,0.373,0.961,0.459,0.666,0.013,0.731,-0.046,-0.008,0.549,0.542,-0.006,0.005,0.004,-0.414,0.806,-0.357,0.665
1.512,92660,0.196,0.623,0.927,80.6,450.328,215.147,5491.16,156011,0.182,0.192,0.254,0.072,0.344,-0.613,0.604,0.26,0.637,1.0,0.213,-0.409,-0.436,0.241,-0.376,19,0.024,0.053,0.627,-0.243,-0.173,0.097,-0.086,0.943,0.02,0.652,0.54,0.636,0.047,0.73,0.026,0.287,0.246,0.751,0.401
0.994,46968,0.079,0.558,0.5,77.2,376.4,218.003,5072.562,91355,0.283,0.217,0.037,0.476,0.161,-0.46,0.388,-0.65,0.145,0.78,0.723,-0.012,0.4,0.182,-0.773,17,0.242,0.114,0.175,0.58,-0.019,0.319,0.293,0.001,0.058,-0.066,0.406,0.013,0.031,-0.084,0.013,0.425,0.167,-0.306,0.867
1.296,99830,0.159,0.593,0.997,75.5,443.047,218.724,5292.021,143236,0.308,-0.182,-0.089,0.111,-0.407,-0.697,-0.015,-0.327,0.119,0.63,0.189,-0.326,0.243,0.234,0.031,17,-0.042,0.014,0.195,0.414,-0.361,0.065,0.022,-0.317,0.034,-0.511,0.579,0.267,0.047,0.496,-0.008,0.642,0.497,0.708,0.195
1.73,99561,0.174,0.617,1.0,80.0,462.271,215.907,5269.322,134902,0.202,0.246,-0.605,0.002,-0.26,-0.645,-0.248,-0.961,0.654,0.225,-0.496,0.634,0.388,0.239,0.396,19,-0.049,0.031,0.188,0.997,-0.542,0.509,-0.002,0.953,-0.001,0.865,0.56,0.909,-0.03,0.797,0.022,-0.597,0.051,-0.244,0.395
1.24,46603,0.098,0.703,0.449,81.2,374.509,212.07,4876.132,76731,0.366,0.237,-0.455,0.373,-0.138,0.221,0.4,0.183,0.616,0.781,0.418,-0.016,-0.16,0.167,0.584,19,0.182,0.08,0.794,0.027,0.257,0.042,0.096,0.956,-0.003,0.926,0.406,0.374,-0.028,1.0,0.087,0.182,-0.515,-0.334,0.749
1.97,92182,0.183,0.629,0.941,81.3,447.314,221.325,5300.282,146377,0.361,0.176,-0.56,-0.013,-0.24,-0.528,0.64,-0.716,0.528,0.094,-0.43,0.705,0.35,0.193,0.408,19,-0.047,0.013,0.223,0.933,-0.487,0.4,0.416,0.948,-0.015,0.904,0.509,0.889,-0.042,0.86,0.017,-0.434,0.048,-0.253,0.329
1.877,96095,0.197,0.654,1.0,78.8,447.064,220.472,5176.188,158602,0.186,-0.542,0.286,-0.241,0.039,-0.597,-0.079,-0.896,0.198,-0.24,-0.897,-0.175,-0.408,0.194,1.0,18,0.276,0.024,0.449,0.763,0.382,0.355,0.691,0.281,-0.59,0.056,0.541,0.703,-0.053,1.0,-0.423,-1.0,0.67,-0.44,0.905
1.512,46151,0.109,0.626,0.559,78.3,371.362,212.741,4875.16,85206,0.181,-0.25,0.227,0.153,-0.044,-0.661,-0.268,0.42,0.631,0.417,-0.192,0.352,0.396,0.211,-0.344,27,0.606,0.055,0.194,-0.406,-0.056,0.085,-0.153,1.0,-0.833,0.004,0.403,0.967,0.987,0.761,0.528,-0.037,-0.389,-0.8,0.616
1.915,95398,0.138,0.629,0.878,83.2,382.52,223.443,5203.383,161197,0.399,0.141,-0.638,0.045,-0.365,-0.644,0.219,-0.482,0.645,0.444,0.607,0.613,0.661,0.494,-0.812,35,0.045,0.043,0.204,0.695,0.535,0.682,0.335,-0.415,-0.041,0.35,0.434,0.14,0.002,-0.198,0.061,0.296,0.857,-0.966,1.0
2.011,88009,0.186,0.607,0.91,79.3,428.798,217.91,4979.085,132130,0.371,-0.215,0.244,-0.058,-0.28,-0.442,-0.383,-0.167,0.431,0.37,0.705,0.227,0.21,0.217,-0.762,16,0.042,0.061,0.192,-0.006,-0.542,0.474,0.098,0.154,-0.034,0.262,0.464,0.135,-0.088,0.007,0.031,0.303,0.721,-0.808,0.305
1.393,48446,0.127,0.565,0.437,81.9,350.676,211.882,5157.314,74398,0.187,-0.38,0.197,-0.195,0.07,-0.02,0.368,-0.73,0.182,0.467,-0.159,0.366,0.487,0.247,-0.21,17,0.011,0.116,0.903,0.654,-0.423,0.079,-0.154,0.802,0.031,-0.161,0.346,0.139,0.002,0.147,0.051,-0.816,0.511,-0.722,0.953
1.946,93743,0.184,0.657,0.777,79.8,453.792,230.075,5077.831,155176,0.343,0.149,-0.004,0.133,0.057,-0.144,-0.268,-0.285,0.358,0.075,0.081,0.547,0.333,0.183,0.402,18,0.162,0.04,0.478,0.402,0.017,0.072,-0.331,0.93,0.007,0.724,0.529,0.508,-0.045,0.118,-0.022,0.587,0.829,0.009,0.594
1.498,51395,0.107,0.638,0.643,77.6,412.072,221.131,5110.115,94931,0.257,-0.004,-0.424,0.263,0.172,-0.54,0.23,-0.823,0.406,0.235,-0.026,0.604,0.406,0.22,0.376,28,0.528,0.098,0.269,0.576,0.398,0.074,0.123,0.899,-0.045,0.956,0.521,0.613,0.014,0.791,0.012,-0.765,-0.389,-0.691,0.462
1.633,100510,0.187,0.595,0.909,79.2,419.014,215.131,4959.273,142161,0.247,0.131,0.005,-0.198,0.359,-0.009,0.275,-0.582,0.04,-0.057,-0.345,-0.018,0.009,0.232,-0.009,22,0.665,0.133,0.11,0.588,0.024,0.363,0.129,0.999,0.547,0.009,0.505,0.721,1.0,1.0,0.61,1.0,0.543,0.889,0.511
1.746,91680,0.192,0.656,0.915,81.3,451.122,212.839,5071.766,142972,0.274,0.387,-0.604,-0.163,0.423,0.209,0.242,-1.0,-0.355,0.636,-0.281,-0.126,-0.369,0.162,-0.133,18,0.279,0.053,0.307,0.992,0.204,0.629,0.104,0.167,0.79,0.09,0.585,0.997,0.982,0.529,-0.377,-1.0,1.0,-0.803,0.687
1.731,92208,0.18,0.628,0.991,78.4,430.66,213.373,5208.112,120902,0.34,0.249,-0.52,0.21,0.124,-0.04,0.494,-0.867,0.879,0.973,-0.439,0.237,-0.041,0.212,0.405,19,0.254,0.017,0.134,1.0,0.736,0.843,-0.692,0.446,0.032,-0.069,0.496,0.416,0.027,-0.116,-0.043,0.585,-0.584,-0.92,0.452
2.045,106280,0.166,0.648,0.939,75.3,422.355,216.969,5217.176,155405,0.288,0.358,-0.799,0.387,0.402,0.115,0.21,-1.0,0.002,-0.03,-0.8,0.968,-0.716,0.48,-0.793,54,0.961,0.098,0.301,1.0,1.0,0.007,0.144,1.0,0.13,-0.049,0.482,0.009,0.954,1.0,0.975,-0.98,-0.055,-0.934,-0.009
1.376,40948,0.07,0.677,0.263,77.7,360.524,209.01,4998.402,67483,0.265,-0.061,-0.407,0.203,-0.04,0.089,0.354,0.609,-0.256,0.423,0.574,0.021,0.001,0.188,0.728,28,0.631,0.11,0.199,-0.382,0.975,0.075,0.321,1.0,0.703,-0.017,0.38,-0.655,0.703,0.535,0.091,0.759,0.005,-0.84,0.019
1.493,87970,0.177,0.639,0.871,80.2,445.548,218.831,5322.364,128275,0.283,0.419,0.017,0.475,0.387,0.284,-0.019,-0.64,0.654,1.0,0.88,0.663,0.346,0.5,-0.015,24,0.832,0.077,0.716,0.659,0.322,0.209,-0.133,0.393,0.384,-0.018,0.574,0.999,0.745,0.486,0.499,-0.926,0.387,-0.413,0.788
1.45,47271,0.099,0.706,0.474,81.5,394.916,215.633,4989.758,91237,0.197,0.161,-0.7,0.155,0.168,-0.092,0.027,-0.421,0.404,0.223,-0.391,0.33,0.599,0.465,0.788,59,0.912,0.07,0.23,0.552,0.579,0.283,-0.182,0.221,0.036,-0.035,0.476,0.522,0.835,-0.032,0.537,-0.502,0.551,-0.548,0.486
1.82,92745,0.218,0.654,0.985,80.0,454.265,214.779,5267.714,145224,0.381,-0.079,0.026,0.273,-0.04,-0.51,0.305,-0.022,0.336,0.833,0.202,0.549,0.184,0.791,-0.041,16,0.195,0.114,0.195,-0.021,-0.125,0.573,-0.015,0.293,0.084,0.415,0.597,0.493,-0.023,0.009,-0.025,-0.189,0.213,-0.777,0.263
1.738,98218,0.221,0.718,1.0,79.1,457.197,214.431,5123.448,147610,0.368,-0.19,0.201,-0.239,0.085,0.201,0.439,-0.427,0.031,0.197,-0.446,-0.001,0.139,0.224,0.201,16,0.182,0.068,0.123,0.164,0.643,0.549,0.493,0.306,-0.024,0.331,0.568,0.598,-0.025,0.777,-0.046,0.627,0.019,-0.75,0.414
1.668,88397,0.18,0.556,0.814,78.5,463.343,211.568,5475.895,145487,0.253,0.251,-0.575,-0.06,-0.361,-0.056,0.431,-0.029,-0.129,0.728,0.345,0.202,0.052,0.188,-0.621,18,0.18,0.011,0.268,0.216,0.383,0.888,-0.083,0.791,-0.518,0.031,0.566,0.082,0.856,0.649,0.646,0.414,0.263,0.207,0.368
1.335,90612,0.192,0.582,0.994,77.3,454.477,215.726,4966.82,155974,0.289,-0.666,0.119,-0.752,-0.674,-0.766,0.156,0.913,0.419,-0.496,0.205,-0.003,0.202,0.163,0.804,29,0.135,0.135,0.232,-0.818,-0.617,0.3,0.017,0.572,-0.568,0.045,0.527,-0.658,0.492,0.13,-0.78,0.014,-0.516,0.021,-0.482
1.433,42994,0.072,0.619,0.459,80.2,372.767,214.509,4976.943,62291,0.285,0.023,-0.462,0.191,-0.044,0.039,0.089,0.149,-0.129,0.38,0.596,-0.016,-0.006,0.183,0.806,21,0.58,0.045,0.251,-0.364,0.984,0.012,-0.013,0.955,0.653,-0.005,0.336,-0.636,0.646,0.511,0.105,0.768,-0.042,-0.846,-0.034
1.758,102280,0.191,0.568,0.888,81.6,465.661,216.189,5044.321,147345,0.241,0.15,0.306,0.041,0.043,-0.467,0.567,-0.611,0.376,0.764,-0.461,-0.416,-0.352,0.203,0.552,16,0.195,0.095,0.54,0.553,-0.496,0.044,-0.184,0.571,0.226,0.068,0.608,0.242,0.985,0.735,-0.383,-0.544,0.201,-0.613,0.845
1.275,46979,0.066,0.667,0.423,76.9,373.35,210.103,4940.683,83999,0.19,-0.209,-0.593,-0.398,-0.352,-0.827,-0.074,0.077,0.364,-0.261,-0.588,0.019,-0.15,0.231,0.38,25,0.133,0.088,0.287,0.002,-0.181,0.356,-0.209,0.778,-0.097,0.805,0.435,0.528,-0.013,0.675,0.027,-0.477,0.2,0.915,-0.162
2.277,93890,0.166,0.71,0.837,78.6,457.196,221.822,5113.906,151286,0.342,-0.438,-0.817,0.0,-0.469,-0.156,0.135,0.593,0.643,0.008,-0.197,0.457,-0.346,0.196,0.604,16,0.034,0.082,0.19,-0.366,0.622,0.016,-0.374,1.0,-0.005,0.816,0.588,-1.0,-0.049,0.832,-0.009,-0.744,-0.965,0.469,-0.536
1.512,102649,0.176,0.602,1.0,78.8,451.441,214.308,5446.721,130203,0.304,0.252,0.193,0.008,0.435,-0.641,0.492,0.467,0.582,1.0,0.185,-0.424,-0.368,0.164,-0.341,19,0.096,0.044,0.622,-0.303,-0.148,0.007,0.332,0.848,0.069,0.58,0.526,0.555,-0.071,0.758,-0.039,0.3,0.361,0.726,0.338
1.135,42354,0.079,0.569,0.302,79.5,340.338,209.163,5081.95,70001,0.119,0.416,-0.87,0.274,0.413,0.414,0.136,-1.0,-0.34,-0.006,-0.54,0.522,-0.199,0.218,0.013,29,0.081,0.114,0.518,1.0,1.0,0.836,0.214,0.974,0.525,-0.017,0.265,0.996,0.97,1.0,0.467,0.077,-0.503,-1.0,-0.034
1.628,102610,0.176,0.642,0.926,78.5,425.269,222.115,5117.883,147201,0.337,0.206,0.14,0.009,0.303,-0.529,0.102,0.226,0.609,1.0,0.199,-0.302,-0.466,0.165,-0.433,16,0.045,0.044,0.525,-0.214,-0.213,0.006,0.362,0.916,-0.049,0.533,0.471,0.528,0.027,0.671,-0.053,0.288,0.188,0.803,0.316
2.271,94777,0.185,0.568,0.846,82.0,464.89,216.673,5117.879,133236,0.21,-0.132,-0.125,0.255,-0.42,-0.72,-0.147,-0.395,0.261,0.633,0.188,-0.334,0.244,0.237,0.02,16,-0.002,0.141,0.201,0.299,-0.41,0.095,0.125,-0.258,-0.026,-0.462,0.63,0.3,0.044,0.599,-0.016,0.514,0.468,0.571,0.228
0.979,52983,0.07,0.614,0.284,78.6,372.335,210.764,5106.75,81670,0.154,0.001,-0.067,0.052,-0.007,-0.617,0.05,-0.476,0.232,0.149,0.257,0.631,0.312,0.246,-0.115,19,0.165,0.088,0.398,0.408,0.596,0.604,-0.286,1.0,-0.007,0.695,0.342,0.661,0.014,0.771,-0.033,-0.458,0.333,0.385,0.266
1.319,54408,0.143,0.642,0.44,81.7,410.435,209.479,5009.451,78958,0.343,0.252,-0.433,0.192,0.402,-0.387,0.186,-0.961,0.555,0.304,-0.808,-0.1,-0.372,0.23,-0.354,29,0.593,0.118,0.065,1.0,-0.002,0.38,0.373,-0.059,-0.09,0.787,0.476,0.688,-0.085,0.715,0.006,-0.624,0.658,-1.0,0.95
1.923,91116,0.202,0.611,1.0,77.9,425.167,216.177,5187.682,152085,0.245,0.09,-0.03,0.396,0.334,-0.69,0.174,-0.77,0.1,0.124,-0.02,-0.015,0.055,0.538,0.227,43,0.634,0.114,0.082,0.996,-0.564,0.041,0.072,-0.949,0.513,-0.109,0.483,1.0,0.488,1.0,-0.713,0.089,0.21,0.899,1.0
1.335,46734,0.138,0.666,0.318,78.0,369.745,214.814,4940.479,71920,0.333,0.207,-0.403,0.181,0.362,-0.426,0.42,-1.0,0.639,0.194,-0.859,-0.242,-0.31,0.182,-0.364,24,0.666,0.146,0.108,1.0,0.003,0.529,0.19,0.034,-0.007,0.808,0.335,0.864,0.098,0.731,0.067,-0.682,0.704,-0.979,0.957
1.712,100165,0.166,0.66,0.963,80.1,425.848,214.087,5330.111,129968,0.119,-0.587,-0.762,-0.136,-0.031,-0.548,0.272,0.259,-0.172,0.363,-0.397,0.174,-0.242,0.166,1.0,19,0.27,0.085,0.193,-0.363,0.637,0.077,0.08,0.161,0.018,1.0,0.455,-0.199,-0.008,0.354,-0.008,0.269,-0.831,0.639,-1.0
2.219,32915,0.209,0.753,0.279,81.5,193.427,152.314,4158.315,50195,0.147,-0.152,-0.234,-0.247,0.173,-0.635,-0.058,-0.134,-0.051,0.219,-0.353,-0.25,-0.493,0.707,0.454,24,0.544,0.018,0.428,0.215,-0.004,0.542,-0.107,0.973,0.582,0.032,0.0,-0.745,-0.753,-0.859,0.663,-0.515,-0.622,0.512,-0.443
1.676,95371,0.199,0.694,0.851,78.7,453.545,214.926,5410.843,168169,0.307,-0.328,0.224,0.164,0.174,-0.874,0.018,0.474,0.64,0.032,-0.621,-0.394,-0.567,0.195,-0.572,19,0.13,0.022,0.353,-0.177,0.204,0.402,-0.09,0.185,-0.024,0.914,0.542,-0.716,-0.037,0.969,0.025,-0.802,0.35,0.972,0.366
1.729,95691,0.156,0.606,0.966,77.4,440.283,215.368,5134.19,133836,0.1,0.406,-0.761,0.386,0.393,-0.743,0.786,-1.0,1.0,0.179,-0.866,0.015,-0.812,0.788,1.0,58,0.832,0.06,0.628,0.995,0.1,0.046,0.248,-0.187,-0.089,-0.492,0.505,-0.758,-0.027,-0.768,-0.104,-0.999,-0.73,-0.139,-0.546
2.234,100029,0.207,0.612,0.81,76.0,414.547,217.64,5431.927,134307,0.298,0.368,-0.542,0.343,0.415,-0.378,0.257,0.402,0.565,0.453,-0.549,-0.79,-0.869,0.515,0.546,25,0.674,0.06,0.213,-0.511,-0.354,0.055,0.312,0.59,0.047,0.246,0.47,-0.997,0.035,0.282,0.016,-0.972,0.726,-0.301,0.704
2.192,92729,0.179,0.72,0.882,76.0,413.928,221.934,5239.676,156358,0.185,0.243,-0.576,0.17,-0.311,0.197,0.881,-0.921,0.503,0.81,0.453,-0.001,0.396,0.172,0.525,16,0.223,0.04,0.096,0.726,0.617,0.053,0.241,0.682,0.003,0.818,0.489,0.584,-0.03,0.98,-0.078,0.717,0.663,-0.477,0.673
1.695,90313,0.167,0.634,0.832,78.3,466.387,225.762,5243.981,144634,0.281,-0.371,0.204,0.057,0.044,-0.605,0.43,-0.998,0.249,-0.527,0.029,0.007,-0.164,0.185,-0.192,16,0.22,0.14,0.724,0.807,-0.15,0.72,0.064,0.882,0.031,0.794,0.64,0.308,0.062,0.625,0.009,-0.66,0.299,-0.693,0.16
1.848,92820,0.148,0.628,0.828,78.9,496.053,218.249,5275.491,138743,0.238,0.043,-0.654,0.033,0.066,-0.549,-0.121,-0.522,-0.136,0.846,0.605,0.087,-0.007,0.205,-0.397,19,0.277,0.076,0.481,0.203,0.255,0.284,-0.186,0.698,-0.058,0.602,0.682,0.372,-0.021,0.881,0.052,0.544,0.175,-0.275,0.313
1.937,88401,0.192,0.606,1.0,79.3,471.329,228.341,5287.138,147921,0.396,-0.565,-0.586,-0.621,-0.624,-0.385,-0.788,-0.566,0.163,0.576,0.021,0.031,-0.239,0.189,-0.027,17,-0.047,0.136,0.284,0.241,0.504,0.298,0.346,0.018,0.043,0.405,0.62,0.316,0.01,0.367,0.039,-0.473,0.445,-0.11,0.741
1.271,50736,0.063,0.562,0.564,78.4,371.15,211.954,4795.334,88195,0.104,0.01,-0.619,0.24,0.15,-0.568,0.217,-0.484,0.439,-0.547,-0.078,0.246,0.189,0.592,0.841,41,0.847,0.018,0.463,0.158,0.193,0.071,0.183,0.604,0.528,0.041,0.376,0.538,0.549,0.563,0.064,-0.02,0.206,-0.625,0.588
1.805,95796,0.165,0.638,0.978,78.1,425.056,217.748,5106.168,131200,0.379,-0.387,-0.331,0.104,-0.16,-0.435,0.274,0.407,0.817,0.168,-0.629,-0.39,-0.601,0.245,-0.093,18,0.146,0.059,0.653,-0.287,-0.345,0.219,-0.19,0.192,0.472,0.016,0.515,-0.008,0.647,-0.023,-0.711,-0.604,-0.816,0.731,-0.449
2.041,96649,0.195,0.653,0.834,81.2,461.667,229.328,5281.394,152883,0.338,0.435,0.205,0.216,0.199,-0.096,0.468,-0.813,0.395,0.631,-0.166,-0.081,-0.096,0.153,-0.827,18,-0.025,0.06,0.238,0.808,0.148,0.08,0.18,0.965,0.065,1.0,0.559,0.973,0.011,0.936,0.01,1.0,0.987,0.97,1.0
1.861,97544,0.208,0.596,0.75,80.5,456.323,216.738,4975.139,149248,0.151,0.328,-0.608,0.471,0.437,-0.369,0.186,0.401,0.629,0.426,-0.583,-0.891,-0.807,0.527,0.576,27,0.521,0.015,0.208,-0.586,-0.369,0.088,-0.151,0.596,-0.053,0.331,0.56,-1.0,0.115,0.31,0.001,-1.0,0.819,-0.296,0.786
1.839,90344,0.172,0.658,0.803,75.4,462.065,221.856,5246.51,153661,0.394,0.466,-0.529,0.443,-0.044,-0.545,0.715,-0.506,0.575,0.974,-0.555,-0.096,-0.467,0.245,-0.882,17,0.243,0.101,0.216,0.474,-0.453,0.429,0.268,0.996,0.048,0.338,0.62,0.663,-0.003,0.548,0.025,0.907,0.957,-0.69,0.78
1.612,93031,0.159,0.6,0.954,78.6,438.682,215.603,5423.396,150041,0.314,0.022,-0.624,-0.015,0.032,-0.611,0.389,0.007,-0.255,0.7,0.677,-0.027,0.033,0.205,-0.325,17,0.246,0.03,0.496,0.136,0.369,0.343,0.801,0.627,0.023,0.63,0.553,0.356,-0.039,0.846,-0.066,0.634,0.222,-0.45,0.401
1.853,54853,0.075,0.712,0.665,81.6,388.767,224.171,5160.79,91892,0.294,0.358,0.4,-0.19,0.391,0.244,0.219,0.931,-0.18,0.874,-0.662,-0.831,-0.878,0.156,0.932,16,0.106,0.059,0.157,-0.542,-0.304,0.029,0.419,0.991,-0.004,-0.064,0.411,-0.21,0.007,0.992,-0.004,0.594,0.089,-0.958,0.877
2.066,96422,0.197,0.568,0.852,80.4,451.837,219.076,5084.468,153409,0.322,0.209,-0.5,0.226,0.177,0.183,0.555,0.116,0.013,0.821,0.624,0.612,0.851,0.157,0.771,29,0.186,0.147,0.253,-0.082,0.99,0.017,0.456,1.0,0.035,1.0,0.53,0.492,-0.031,0.773,0.006,1.0,0.932,0.056,-0.505
1.76,93288,0.167,0.636,0.995,75.9,433.442,219.232,5137.139,153946,0.163,-0.534,-0.587,-0.637,-0.618,-0.405,0.065,-0.226,0.073,0.601,-0.013,0.028,-0.22,0.171,0.045,18,0.012,0.14,0.299,0.181,0.411,0.832,-0.051,0.015,0.046,0.42,0.493,0.362,0.066,0.431,0.015,-0.422,0.354,-0.138,0.78
2.238,100684,0.203,0.592,0.927,77.4,444.637,219.576,5019.807,128148,0.376,0.015,0.256,-0.13,0.225,0.288,0.902,-0.793,0.141,0.201,-0.222,0.034,0.373,0.22,0.232,18,0.132,0.047,0.299,0.535,0.644,0.026,0.027,0.809,0.524,0.027,0.548,0.758,0.545,0.583,-0.241,0.558,0.81,-0.662,0.646
1.721,97968,0.181,0.665,0.836,80.0,433.486,218.208,5016.74,151918,0.187,-0.037,-0.525,-0.042,-0.761,-0.415,0.043,0.691,0.566,0.849,-0.676,-0.311,0.415,0.469,-0.855,16,0.134,0.054,0.393,-0.82,-0.175,0.046,1.0,0.659,0.052,0.362,0.532,-0.743,0.013,-0.075,0.06,-0.68,-1.0,-0.457,-0.402
2.479,92927,0.196,0.632,0.883,81.2,390.194,224.463,5068.55,146165,0.272,-0.264,0.172,-0.108,0.182,-0.618,0.377,-0.169,0.226,0.309,-0.279,-0.125,0.157,0.203,-0.366,16,0.03,0.086,0.367,0.201,0.208,0.43,-0.269,0.295,-0.591,-0.044,0.381,0.419,0.817,-0.019,-0.001,0.688,0.484,-0.701,0.61
1.018,60503,0.239,0.598,0.733,77.6,575.064,201.27,4364.853,135322,0.282,-0.677,0.445,-0.838,-0.783,-0.893,0.497,0.458,-0.876,1.0,-0.809,-0.841,-0.786,0.95,1.0,32,0.043,0.05,0.988,-0.772,-0.782,0.206,-0.321,-1.0,-0.011,-1.0,0.809,1.0,-0.043,-0.966,0.02,0.962,-0.968,1.0,-1.0
1.768,97859,0.159,0.648,1.0,80.8,427.031,218.96,5297.179,154925,0.236,-0.287,0.183,-0.085,-0.183,-0.365,-0.099,-0.084,0.384,0.418,0.588,0.248,0.163,0.191,-0.683,18,-0.046,0.112,0.191,-0.03,-0.48,0.355,-0.456,0.138,-0.01,0.207,0.472,0.2,0.053,0.099,-0.058,0.298,0.741,-0.718,0.234
0.792,51704,0.075,0.501,0.319,78.3,388.612,214.955,5051.535,79717,0.214,-0.183,0.102,0.244,-0.363,-0.035,0.183,0.064,0.497,0.414,0.202,-0.219,-0.028,0.218,0.42,17,-0.023,0.089,0.333,-0.122,-0.403,0.637,0.414,-0.282,-0.045,0.377,0.452,0.108,0.034,-0.223,-0.036,0.193,0.316,-0.828,-0.572
